seed,fold,baseline,t4,pct4,pct4_z4,pct4_rs,pct4_ls,pct4_minus_z4,pct4_minus_rs,pct4_minus_ls,pct4_minus_t4,pct4_minus_baseline
42,0,0.71984649,0.72249544,0.72395009,0.72000152,0.72373283,0.72515261,0.00394857000000004,0.0002172599999999969,-0.0012025199999999847,0.0014546500000000018,0.004103599999999985
42,1,0.52234554,0.51178384,0.51880687,0.49101925,0.5119049,0.50615191,0.027787620000000013,0.006901970000000035,0.012654959999999993,0.007023030000000041,-0.003538669999999966
42,2,0.7598359,0.75421667,0.76894361,0.75435519,0.75916433,0.75393629,0.014588420000000046,0.009779279999999946,0.015007320000000046,0.014726939999999966,0.009107709999999991
42,3,0.81899589,0.82013404,0.82227242,0.81833756,0.8183614,0.816791,0.0039348599999999845,0.003911019999999987,0.005481419999999959,0.0021383799999999953,0.0032765300000000552
